name,openPrice,high_low,close,prevCloseDate,marketCap,sharesOutstanding,float,normalizedEPS,mthvwap,unadjVWAP,adjVWAP,peratio,price/Sales,price/CF,pricebookvalue,dividend,divident_5_yr_avg,debt,long term debt/equity,enterpriseValue,assets,cash,roe,roa,capEx,EBIT,revenue,operating_income,operating_margin,netincome,net_profit_margin,revenue_per_share_5_yr_growth,eps_per_share_5_yr_growth,ebita
KingsmenCreative,0.540,0.54,-,11 May 2019,108.76M,201.41M,38.85%,0.04,1.80M,SGD 0.51943,SGD 0.52166,13.213,0.301,10.084,0.889,4.630,4.374,-44.08M,18.57M,64.68M,293.95M,79.76M,6.735,2.724,-18.46M,-,360.93M,11.10M,3.075,8.15M,2.039,3.313,-14.992,-
ICP Ltd,0.009,0.008,-,11 May 2019,24.89M,3.11B,63.59%,-0.0,30.85M,SGD 0.00866,SGD 0.00843,-,6.1329999999999965,-,0.834,-,-,18.38M,67.43M,39.71M,60.35M,4.54M,-11.042,-6.219,-31.13M,-,4.06M,-2.96M,-77.088,-3.27M,-77.753,29.784,-,-
Centurion,0.420,0.45,-,11 May 2019,378.35M,840.78M,29.35%,0.09,4.17M,SGD 0.40999,SGD 0.40999,4.451066666666667,2.7448711111111104,4.047866666666666,0.746,4.444,3.959,666.17M,137.08M,"1,043.58M","1,321.74M",72.22M,16.352,6.703,-2.49M,-,120.07M,96.59M,80.441,79.33M,70.085,13.641,-5.170,-
Goodland,0.210,0.21,-,11 May 2019,82.75M,360.59M,16.36%,0.02,0.58M,SGD 0.22644,SGD 0.21755,11.583,3.403,11.858,0.369,5.000,2.259,59.82M,7.32M,138.47M,343.08M,8.72M,2.649,1.828,-0.33M,-,24.31M,4.07M,21.338,6.54M,26.857,-6.809,-23.033,-
Lion Asiapac,0.435,0.46,-,11 May 2019,37.31M,81.10M,26.18%,0.01,0.25M,SGD 0.48755,SGD 0.48755,-,1.1258708648393194,51.354586956521736,0.466,1.087,1.002,-62.89M,-,-34.72M,85.89M,72.06M,1.282,-0.242,-0.92M,-,29.64M,0.86M,6.629,-0.20M,-0.688,-16.608,-9.921,-
UOB Kay Hian,1.200,1.25,-,11 May 2019,"1,007.74M",806.20M,64.18%,0.09,1.88M,SGD 1.22311,SGD 1.21551,12.8112,2.4772608,11.40672,0.695,3.760,3.343,475.24M,-,"1,455.28M","3,303.88M",727.22M,5.276,2.277,-4.36M,-,374.97M,86.39M,23.039,74.83M,20.214,-4.048,-6.193,-
Hatten Land,0.110,0.10400000000000001,-,11 May 2019,143.43M,1.38B,15.58%,0.0,8.17M,SGD 0.12199,SGD 0.12013,-,1.8949515241505812,-,2.190,0.240,-,129.36M,114.11M,290.25M,"1,467.04M",59.48M,1.387,-0.513,-62.66M,-,80.00M,7.39M,-3.557,-2.78M,-3.481,-,-,-
G Invacom,0.081,0.042,-,11 May 2019,11.89M,271.66M,65.13%,0.01,6.44M,SGD 0.03776,SGD 0.03776,9.892800000000001,0.23328,3.096,0.149,-,-,4.87M,-,16.76M,94.09M,8.38M,2.741,1.735,-1.53M,-,165.84M,2.08M,1.702,2.08M,1.256,-1.734,-30.208,-
Trendlines,0.082,0.085,-,11 May 2019,51.88M,608.74M,62.14%,-0.01,9.05M,SGD 0.09515,SGD 0.09515,-,5.326929235537189,-,0.445,-,-,-10.70M,3.46M,41.30M,110.01M,10.78M,-6.871,-5.535,-0.19M,-,8.46M,-1.26M,-20.205,-8.30M,-101.315,-3.617,-,-
Geo Energy Res,0.171,0.177,-,11 May 2019,248.33M,1.40B,26.18%,0.02,13.80M,SGD 0.19457,SGD 0.19459,9.262016949152542,0.5712117207698938,5.914474576271187,1.053,5.650,2.340,119.57M,167.09M,367.90M,548.58M,202.59M,11.020,3.277,-40.57M,-,405.80M,28.79M,9.622,24.44M,6.016,18.974,4.306,-
NeraTel,0.290,0.315,-,11 May 2019,114.00M,361.90M,42.46%,0.02,2.06M,SGD 0.28507,SGD 0.28507,13.320968749999999,0.5584765624999999,12.211718749999998,1.710,7.937,6.610,-16.06M,-,97.94M,158.50M,21.56M,11.423,4.774,-1.38M,-,167.53M,11.42M,6.819,7.75M,4.628,-1.229,-19.865,-
Sinarmas Land,0.260,0.27,-,11 May 2019,"1,228.32M",4.26B,29.22%,0.03,3.49M,SGD 0.24802,SGD 0.24801,9.474792452830188,1.3678832324670702,4.274792452830189,0.564,5.556,1.214,821.06M,87.19M,"2,119.06M","6,560.53M",961.48M,5.687,3.494,-208.88M,-,864.13M,332.95M,38.530,119.03M,26.515,-5.942,-16.177,-
Sitra,0.008,0.008,-,11 May 2019,6.01M,751.20M,33.95%,-0.0,9.98M,SGD 0.00803,SGD 0.00803,-,0.5681632653061226,-,0.562,-,-,-7.93M,-,-1.92M,16.45M,9.45M,-25.059,-17.825,-0.01M,-,13.82M,-2.97M,-21.482,-2.98M,-21.482,-13.523,-,-
Yeo Hiap Seng,0.945,0.98,-,11 May 2019,568.31M,579.91M,19.96%,0.02,0.40M,SGD 0.93843,SGD 0.93843,45.81941538461538,1.5312355029585798,21.603184615384617,0.898,2.041,1.546,-282.73M,-,285.58M,708.44M,282.73M,1.900,1.687,-12.86M,-,348.63M,13.42M,3.850,12.02M,3.448,-7.683,-32.906,-
Overseas Edu,0.295,0.325,-,11 May 2019,134.99M,415.36M,27.35%,0.02,9.12M,SGD 0.31395,SGD 0.31395,17.739030769230766,1.3388461538461536,7.211615384615384,-,8.462,5.244,-,-,211.11M,305.28M,41.63M,4.728,-,-1.54M,-,83.08M,9.35M,11.256,6.91M,8.314,-5.052,-21.793,-
Stamford Land,0.485,0.495,-,11 May 2019,427.72M,831.60M,40.61%,0.07,3.12M,SGD 0.49165,SGD 0.49165,6.04892,0.9023230999999998,5.26225,0.798,2.020,2.466,-50.42M,40.37M,454.26M,785.99M,182.94M,11.126,9.079,-3.90M,-,446.07M,81.53M,20.861,68.29M,15.309,11.184,12.210,-
Addvalue Tech,0.021,0.025,-,11 May 2019,46.89M,1.87B,84.21%,-0.01,21.56M,SGD 0.02419,SGD 0.02419,-,6.3327599999999995,-,4.940,-,-,3.50M,1.86M,49.07M,14.29M,0.22M,-120.987,-64.874,-3.53M,-,5.22M,-10.69M,-242.199,-15.86M,-303.543,-22.887,-,-
Man Oriental USD,1.860,1.93,-,11 May 2019,"2,437.90M",1.26B,20.94%,0.05,3.68M,USD 1.94302,USD 1.93403,54.17831250000001,3.727628906250001,18.181500000000003,1.965,1.554,2.586,284.70M,0.59M,"2,722.60M","2,021.30M",246.80M,3.470,2.148,-68.60M,-,613.70M,69.60M,11.341,43.60M,7.072,-5.010,-17.533,-
Delong,5.700,5.5,-,11 May 2019,605.71M,110.18M,15.48%,3.13,0.19M,SGD 6.79888,SGD 6.24759,1.8273224043715848,0.22637283884260506,1.623825136612022,0.493,-,-,-303.35M,11.93M,302.36M,"13,152.24M","5,180.29M",31.953,14.740,-786.30M,-,"2,888.33M","2,155.84M",15.089,344.22M,11.905,4.332,-,-
Biolidics,0.280,0.295,-,11 May 2019,71.54M,242.50M,99.00%,-0.05,5.25M,SGD 0.26932,SGD 0.26758,-,-,-,5.696,-,-,-11.50M,-,60.04M,14.19M,11.50M,-,-,-0.21M,-,-,-5.49M,-,-,-,-,-,-
ISEC,0.305,0.32,-,11 May 2019,165.47M,517.10M,34.07%,0.02,4.52M,SGD 0.28621,SGD 0.28621,18.189090909090908,3.4946306244260787,14.894166666666665,2.475,4.625,2.831,-27.11M,-,138.37M,73.57M,27.11M,12.648,11.954,-0.89M,-,40.44M,11.19M,27.675,8.41M,21.454,11.690,18.667,-
Jubilee Ind,0.032,0.03,-,11 May 2019,30.82M,1.01B,24.58%,0.0,20.87M,SGD 0.03185,SGD 0.03185,13.52258064516129,0.20458688865764826,8.900129032258064,0.731,-,-,-2.69M,2.60M,26.43M,74.48M,10.27M,3.938,3.448,-3.33M,-,160.89M,0.24M,1.296,2.70M,1.626,-,-,-
Hiap Hoe,0.850,0.85,-,11 May 2019,403.37M,470.56M,19.26%,-0.02,0.36M,SGD 0.85982,SGD 0.85982,-,2.152,26.351,0.528,1.765,1.519,348.83M,40.42M,752.20M,"1,555.32M",335.90M,-1.284,-0.654,-1.10M,-,187.49M,29.19M,15.567,-9.93M,-5.347,-4.882,-,-
Chuan Hup,0.375,0.37,-,11 May 2019,344.38M,928.27M,43.24%,0.02,8.29M,SGD 0.33747,SGD 0.33747,28.85168918918919,0.937842403214025,15.76114864864865,0.883,2.703,3.714,-164.67M,-,169.45M,405.66M,136.62M,4.569,3.119,-4.95M,-,377.24M,22.56M,6.146,12.10M,4.534,7.316,-6.282,-
Zhongmin Baihui,0.725,0.73,-,11 May 2019,143.24M,191.83M,21.20%,0.05,0.04M,SGD 0.8,SGD 0.8,16.543533333333333,0.6849477777777778,12.799633333333333,3.560,3.425,-,-41.85M,-,101.39M,594.50M,207.02M,22.063,6.925,-1.92M,-,195.48M,65.17M,6.740,8.18M,4.184,2.394,32.910,-
JCG Investment,0.002,0.002,-,11 May 2019,25.04M,12.49B,43.08%,-0.0,314.40M,SGD 0.0022,SGD 0.00224,-,15.101,-,-,-,-,1.88M,-,26.92M,2.26M,1.61M,-,-58.782,-0.01M,-,1.66M,-1.33M,-80.097,-2.04M,-120.205,-51.184,-,-
SingHoldings,0.390,0.405,-,11 May 2019,162.40M,400.99M,45.24%,0.03,2.47M,SGD 0.38609,SGD 0.38609,14.198925000000001,2.0257818749999994,11.32365,0.633,2.469,2.937,138.06M,90.11M,306.99M,547.82M,86.58M,4.363,2.389,-0.01M,-,76.22M,16.69M,21.891,11.15M,18.112,-19.596,-17.308,-
Sapphire,0.124,0.124,-,11 May 2019,40.41M,326.07M,44.69%,0.01,1.78M,SGD 0.1269,SGD 0.1269,-,-,-,0.395,0.806,-,14.56M,5.50M,54.98M,"2,175.91M",209.76M,3.270,-,-60.35M,-,-,50.57M,-,-,-,772.316,-,-
BlackGoldNatural,0.011,0.013999999999999999,-,11 May 2019,13.15M,936.61M,39.77%,-0.01,55.21M,SGD 0.01479,SGD 0.01479,-,1.059984693877551,-,-,-,-,-,50.12M,19.63M,18.62M,0.55M,-42.661,-,-0.03M,-,7.66M,-4.69M,-83.013,-6.32M,-83.031,-,-,-
Hwa Hong,0.310,0.315,-,11 May 2019,205.85M,652.66M,40.07%,0.0,1.43M,SGD 0.29712,SGD 0.2924,46.06206349206349,19.126054925673973,30.99311111111111,1.087,3.175,3.258,31.64M,9.10M,260.27M,291.38M,28.02M,2.255,1.575,-0.29M,-,10.42M,4.87M,46.690,4.35M,41.805,-18.259,-13.101,-
CEI,0.900,0.945,-,11 May 2019,83.10M,86.70M,65.41%,0.09,0.39M,SGD 0.90873,SGD 0.90873,10.313437500000001,0.5203125000000001,8.391562500000001,-,1.524,3.546,-,-,87.26M,71.29M,3.36M,18.971,-,-0.29M,-,140.33M,9.21M,6.561,7.45M,5.305,5.062,15.407,-
Second Chance,0.240,0.24,-,11 May 2019,181.21M,755.03M,20.45%,0.01,1.58M,SGD 0.22489,SGD 0.22489,31.414,5.633,30.676,0.700,1.250,5.358,-1.63M,-,178.30M,305.38M,42.00M,3.032,1.885,-0.01M,-,32.17M,9.46M,32.601,5.77M,17.927,-13.104,-34.896,-
Amara,0.495,0.495,-,11 May 2019,286.34M,574.97M,49.64%,0.06,0.85M,SGD 0.4482,SGD 0.4482,8.7615,2.6942949,6.7557599999999995,0.713,2.020,2.211,320.10M,81.48M,606.44M,793.49M,14.98M,8.216,4.138,-6.30M,-,104.16M,22.53M,21.626,31.97M,30.689,5.313,3.658,-
IX Biopharma,0.210,0.22,-,11 May 2019,141.81M,644.59M,40.74%,-0.02,3.82M,SGD 0.20331,SGD 0.20717,-,20.467320247933884,-,8.983,-,-,-7.05M,19.77M,125.28M,33.07M,21.07M,-52.827,-49.791,-1.19M,-,6.31M,-15.16M,-246.792,-15.52M,-245.763,-,-,-
Starburst,0.400,0.405,-,11 May 2019,101.99M,242.52M,22.52%,-0.02,1.27M,SGD 0.37164,SGD 0.37454,-,13.91300106691053,-,3.863,0.617,1.531,7.75M,58.81M,109.74M,42.34M,7.97M,-14.755,-9.149,-0.01M,-,7.15M,-3.82M,-53.349,-4.24M,-59.348,-22.545,-,-
A-Smart,0.335,0.37,-,11 May 2019,47.63M,128.73M,31.76%,-0.01,1.47M,SGD 0.48948,SGD 0.48948,-,6.158175102040819,-,4.494,-,-,-5.84M,5.56M,41.41M,13.82M,7.20M,-7.499,-4.232,-0.15M,-,7.09M,-0.61M,-8.425,-0.59M,-8.312,-34.360,-,-
Kimly,0.240,0.24,-,11 May 2019,277.87M,1.15B,23.92%,0.02,9.33M,SGD 0.24476,SGD 0.24582,13.234723404255318,1.4153589859665003,11.585361702127658,3.124,4.000,-,-91.02M,0.06M,206.27M,115.77M,71.67M,27.833,17.912,-6.86M,-,204.71M,25.22M,11.889,21.41M,10.458,-,-,-
Tiong Seng,0.240,0.24,-,11 May 2019,110.31M,444.79M,20.91%,0.02,0.90M,SGD 0.26331,SGD 0.26331,12.17,0.291,4.037,0.398,6.250,2.473,69.94M,5.06M,180.24M,665.23M,39.98M,3.252,1.117,-16.63M,-,379.10M,14.90M,3.929,8.81M,2.221,-12.636,-3.642,-
Mewah Intl,0.265,0.28,-,11 May 2019,421.31M,1.50B,44.37%,0.01,1.96M,SGD 0.27194,SGD 0.25037,19.871214285714284,0.09405133928571427,8.615339285714285,0.598,2.393,3.823,545.50M,8.91M,967.25M,"1,255.07M",48.28M,2.855,1.186,-79.72M,-,"3,996.18M",27.37M,0.929,20.05M,0.499,-1.513,-6.643,-
Metro,1.020,1.04,-,11 May 2019,864.81M,828.04M,45.65%,0.17,2.25M,SGD 1.09518,SGD 1.02977,20.14252427184466,5.101480629654067,18.885844660194177,0.592,1.923,2.156,18.86M,-,811.94M,"1,701.92M",189.63M,11.090,2.420,-1.51M,-,166.26M,37.26M,20.271,42.34M,25.817,-6.138,19.278,-
CosmoSteel,0.053,0.05,-,11 May 2019,14.52M,290.40M,41.70%,-0.11,2.22M,SGD 0.04933,SGD 0.04933,-,0.18988839999999996,-,0.198,-,-,17.55M,9.23M,29.28M,112.01M,14.35M,-36.496,-23.339,-7.84M,-,86.01M,-34.02M,-36.636,-29.80M,-34.645,-13.646,-,-
Mirach Energy,0.176,0.154,-,11 May 2019,35.76M,231.62M,66.92%,-0.01,48.00M,SGD 0.1339,SGD 0.12977,-,-,-,127.035,-,-,-2.14M,-,-,19.01M,1.58M,-,-,-,-,-,2.04M,-,-,-,-20.100,-,-
Sinostar Pec,0.200,0.2,-,11 May 2019,127.94M,640.00M,37.97%,0.03,5.18M,SGD 0.21214,SGD 0.21214,7.465365853658537,0.26650803093396797,5.840975609756098,0.860,2.500,5.291,172.85M,21.23M,300.79M,"2,435.81M",426.22M,11.775,5.216,-69.25M,-,456.77M,112.03M,4.958,16.72M,3.660,53.538,-,-
Gallant Venture,0.127,0.129,-,11 May 2019,688.60M,5.34B,38.69%,-0.01,12.91M,SGD 0.13355,SGD 0.13355,-,0.37014794921875,25.726429687499998,0.474,-,-,"2,577.06M",83.08M,"3,265.66M","5,322.39M",229.76M,-4.612,-1.373,-216.34M,-,"1,830.43M",111.12M,6.071,-66.80M,-3.687,-4.982,-,-
Great Eastern,25.830,26.64,-,11 May 2019,"12,609.22M",473.32M,8.53%,1.49,0.23M,SGD 25.73834,SGD 25.88677,16.471346456692913,0.9867758695517388,15.138685039370076,1.695,2.252,2.317,"-5,305.30M",5.38M,"7,303.92M","85,042.00M",-,9.899,0.896,-236.90M,-,"11,991.30M",926.90M,7.730,740.70M,6.255,2.991,1.881,-
Sinwa,,0.305,-,11 May 2019,104.69M,341.08M,44.46%,-0.01,5.91M,SGD 0.27656,SGD 0.27656,,"1,308.667",-,1.175,4.098,-,-23.34M,-,81.35M,125.26M,23.34M,-5.815,-3.970,-1.03M,-,0.08M,-4.71M,"-5,892.500",-4.99M,"-6,232.500",-77.521,-,-
PropNex,0.515,0.615,-,11 May 2019,227.55M,370.00M,36.69%,0.06,9.31M,SGD 0.55145,SGD 0.55132,9.897286885245903,0.3756344396667563,8.457819672131148,3.403,-,-,-75.67M,-,151.88M,142.11M,75.67M,45.689,18.712,-2.06M,-,431.54M,25.65M,5.943,19.41M,5.083,-,-,-
Golden Energy,0.230,0.225,-,11 May 2019,530.86M,2.35B,12.73%,0.02,2.76M,SGD 0.2463,SGD 0.2463,10.177244444444444,0.3897619753086419,4.582622222222222,1.250,10.622,-,208.72M,71.14M,739.58M,960.83M,115.11M,11.933,8.598,-19.44M,-,"1,421.84M",115.19M,10.987,53.32M,7.027,47.086,-,-
HG Metal,0.230,0.235,-,11 May 2019,30.69M,127.42M,44.58%,-0.02,0.75M,SGD 0.26941,SGD 0.26941,-,0.1685903123585333,-,0.299,-,-,-12.04M,-,18.65M,144.49M,15.46M,-3.859,-2.944,-4.46M,-,173.92M,-3.91M,-2.248,-3.95M,-2.263,-11.315,-,-
Combine Will,1.050,-,-,11 May 2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SHS,0.186,0.187,-,11 May 2019,132.89M,685.13M,40.30%,-0.01,4.55M,SGD 0.19293,SGD 0.19225,-,2.884937443389335,-,0.688,-,1.599,-14.22M,7.04M,118.67M,233.12M,35.48M,-6.172,-6.137,-5.30M,-,46.57M,-14.28M,-30.662,-12.02M,-32.073,-37.064,-,-
Asia Enterprises,0.155,0.156,-,11 May 2019,53.34M,341.13M,32.79%,0.01,0.59M,SGD 0.16169,SGD 0.16169,30.69298076923077,1.3919810157790926,14.448782051282052,0.569,3.205,2.249,-50.60M,-,-,103.77M,50.60M,1.836,1.452,-0.14M,-,37.82M,1.38M,3.643,1.72M,3.998,-19.921,-14.296,-
RH PetroGas,0.041,0.045,-,11 May 2019,33.13M,734.28M,33.22%,0.01,0.93M,SGD 0.0603,SGD 0.0603,5.803282608695652,0.31379725897920613,2.5553695652173913,-,-,-,1.96M,-,35.09M,42.75M,12.42M,-,9.857,-3.12M,-,83.97M,8.49M,13.708,5.09M,6.467,-8.990,-,-
Hotel Grand,1.360,1.380,-,11 May 2019,"1,002.62M",726.54M,16.99%,0.04,0.65M,SGD 1.31107,SGD 1.31107,-,-,-,0.727,3.623,3.681,-166.91M,1.78M,835.71M,"1,621.88M",225.40M,2.021,-,-17.90M,-,-,45.19M,-,-,-,-1.809,9.382,-
UOA,0.635,0.640,-,11 May 2019,345.32M,1.43B,7.25%,0.07,0.99M,SGD 0.61616,SGD 0.61616,9.507140625,0.610350341796875,2.0468828125000003,0.675,2.536,4.746,-193.90M,0.34M,132.80M,"2,583.50M",341.18M,7.431,6.506,-29.83M,-,556.90M,204.05M,36.640,100.84M,28.770,1.268,-4.166,-
Bonvests,1.290,1.300,-,11 May 2019,521.97M,401.52M,12.26%,0.03,0.18M,SGD 1.28207,SGD 1.28207,43.253296875,2.3594386596679686,13.291031250000001,0.595,1.231,1.245,253.57M,7.56M,775.55M,"1,284.84M",63.97M,1.383,1.037,-54.97M,-,224.73M,24.95M,11.101,12.17M,5.712,4.110,-26.353,-
Nico Steel,0.005,0.005,-,11 May 2019,24.88M,4.96B,55.84%,0.00,157.97M,SGD 0.0048,SGD 0.0048,36.969,1.215,40.775,0.991,-,-,-2.42M,-,25.26M,19.25M,2.20M,0.253,1.104,-0.05M,-,20.48M,0.37M,3.933,0.21M,1.390,-41.232,-46.586,-
Civmec,0.355,0.375,-,11 May 2019,187.64M,500.99M,43.95%,0.05,0.30M,SGD 0.44059,SGD 0.43208,8.951835616438357,0.2459485832238694,6.056397260273973,1.113,1.867,1.315,101.09M,34.37M,269.49M,479.60M,24.39M,14.287,4.524,-29.00M,-,722.32M,35.04M,3.484,20.38M,2.758,17.337,-2.321,-
Epicentre,0.104,0.092,-,11 May 2019,14.69M,159.47M,40.31%,-0.02,6.06M,SGD 0.09101,SGD 0.09087,-,-,-,35.268,-,-,4.68M,57.97M,21.82M,17.99M,2.58M,-54.474,-12.280,-1.66M,-,-3.18M,-2.68M,-,-2.32M,-,-42.978,-,-
QT Vascular,0.003,0.004,-,11 May 2019,8.39M,2.09B,84.62%,0.02,160.56M,SGD 0.00631,SGD 0.00638,0.15375,0.31162500000000004,0.1395,0.351,-,-,-11.36M,-,-2.97M,24.18M,10.77M,"1,461.760",140.970,-0.10M,-,15.14M,29.98M,268.482,39.99M,264.138,-11.231,-,-
Stamford Tyres,0.260,0.250,-,11 May 2019,59.05M,236.19M,50.98%,0.02,0.60M,SGD 0.28413,SGD 0.28413,34.391760000000005,0.25309440000000005,6.54368,0.483,4.000,3.582,77.59M,26.17M,127.82M,266.62M,21.88M,4.143,0.686,-4.93M,-,252.54M,10.64M,3.122,1.78M,0.705,-4.913,-14.827,-
BRC Asia,1.340,1.300,-,11 May 2019,305.45M,233.34M,16.94%,0.05,7.83M,SGD 1.31203,SGD 1.31203,21.14932307692308,0.46111857988165694,11.215800000000002,1.249,-,3.258,386.80M,44.45M,625.57M,698.74M,41.08M,5.950,2.730,-26.87M,-,704.09M,15.65M,2.840,15.62M,2.183,1.772,-22.679,-
VibroPower,0.120,0.113,-,11 May 2019,4.18M,35.95M,45.92%,0.01,0.13M,SGD 0.10991,SGD 0.10991,9.716785714285715,0.30994897959183676,3.716785714285714,0.240,-,-,6.94M,14.16M,11.13M,34.07M,1.59M,2.681,1.661,-0.03M,-,15.48M,0.76M,4.935,0.45M,3.618,-14.165,3.502,-
Pacific Century,0.365,0.365,-,11 May 2019,967.16M,2.65B,9.15%,0.02,10.55M,SGD 0.41323,SGD 0.41323,19.631930555555556,63.64988850308641,19.48795833333333,0.688,6.027,3.050,-,-,967.15M,"1,424.34M",13.11M,3.580,3.528,-0.02M,-,15.62M,43.03M,275.455,49.96M,319.821,18.713,-3.547,-
Dutech,0.250,0.225,-,11 May 2019,80.18M,356.54M,32.57%,0.04,0.25M,SGD 0.22645,SGD 0.22645,8.295555555555556,0.2691358024691358,4.187777777777778,0.429,4.444,-,-34.60M,2.93M,45.58M,"1,544.71M",351.76M,5.902,3.414,-52.76M,-,367.08M,52.69M,3.320,10.74M,2.926,12.060,-11.945,-
Teckwah,0.395,0.405,-,11 May 2019,94.59M,233.55M,35.19%,0.03,1.22M,SGD 0.41945,SGD 0.41945,12.82208536585366,0.5299837894110648,4.967365853658537,0.619,3.704,3.988,-31.75M,2.16M,62.84M,193.54M,36.05M,4.654,4.364,-5.61M,-,165.61M,11.39M,6.880,7.11M,5.089,-1.023,-10.225,-
SEVAK,3.150,3.550,-,11 May 2019,46.31M,11.88M,37.07%,0.05,0.05M,SGD 3.62802,SGD 3.62802,10.802375366568915,0.14079793775423327,8.426480938416422,1.006,-,-,-13.43M,5.25M,32.89M,67.86M,18.46M,8.740,5.310,-0.39M,-,281.08M,4.36M,1.548,3.83M,1.361,-,-,-
The Place Hldg,0.032,0.027,-,11 May 2019,158.78M,5.88B,8.84%,0.00,6.78M,SGD 0.01783,SGD 0.01748,17.48622222222222,124.04306172839506,97.75644444444444,-,-,-,-,-,-,93.67M,89.88M,2.074,-,-0.05M,-,1.80M,-0.46M,-25.584,1.92M,106.563,-69.478,-,-
Sing Inv & Fin,1.480,1.590,-,11 May 2019,250.63M,157.63M,54.30%,0.15,0.41M,SGD 1.52531,SGD 1.52531,9.709358490566036,4.190014002610655,9.299798742138364,0.690,4.403,4.617,-307.41M,1.62M,-56.79M,"2,814.04M",-,6.858,0.901,-5.46M,-,76.52M,-,55.432,24.03M,46.365,8.583,15.955,-
Shinvest,0.890,0.940,-,11 May 2019,28.11M,29.91M,29.02%,0.02,0.22M,SGD 0.74293,SGD 0.74293,8.631126315789473,0.38442083102493074,4.397536842105263,0.559,7.979,-,8.15M,5.38M,36.26M,93.98M,8.66M,7.893,4.674,-1.03M,-,64.15M,3.90M,6.085,3.05M,5.680,12.743,214.800,-
IHH,1.800,1.780,-,11 May 2019,"48,757.29M",8.77B,49.28%,0.07,104.99M,SGD 1.84738,SGD 1.83121,85.84508287292817,4.1853667470467935,33.930497237569064,2.019,0.540,0.517,"2,424.68M",38.63M,"51,181.97M","45,114.51M","8,110.58M",2.248,1.166,"-1,046.73M",-,"11,520.93M","1,542.94M",13.392,541.84M,4.252,10.884,-3.338,-
HPL,3.800,3.920,-,11 May 2019,"2,042.86M",521.14M,31.18%,0.22,0.28M,SGD 3.70244,SGD 3.70244,18.392974358974357,3.3465483234714,10.613692307692308,0.949,1.020,1.070,570.02M,28.68M,"2,612.88M","3,154.93M",142.39M,5.723,3.821,-123.84M,-,579.47M,85.26M,14.714,121.32M,21.517,-3.948,-7.902,-
PanUnited,0.295,0.275,-,11 May 2019,193.05M,700.89M,31.59%,0.01,2.87M,SGD 0.25393,SGD 0.25393,29.918363636363633,0.25776661157024783,8.237472727272726,1.006,4.727,-,78.57M,33.51M,271.62M,421.85M,47.89M,2.333,1.088,-11.42M,-,863.53M,11.47M,1.329,6.07M,0.758,0.554,-34.797,-
Excelpoint,0.570,0.620,-,11 May 2019,74.10M,119.19M,25.14%,0.10,0.32M,SGD 0.6025,SGD 0.6025,6.1688709677419356,0.037189386056191466,5.358919354838709,0.702,4.839,5.692,174.09M,-,248.19M,384.08M,20.57M,10.683,2.094,-2.44M,-,"1,703.23M",8.40M,0.668,10.99M,0.645,10.406,2.076,-
Vividthree,0.156,0.170,-,11 May 2019,56.78M,334.01M,21.54%,0.01,2.99M,SGD 0.18751,SGD 0.18769,-,-,-,2.379,-,-,-6.98M,0.44M,54.55M,10.14M,2.35M,38.390,-,-0.15M,-,-,3.23M,-,-,-,-,-,-
UOI,7.220,7.120,-,11 May 2019,435.42M,61.16M,26.69%,0.39,0.04M,SGD 6.89157,SGD 6.89157,18.321752777777778,10.706232152777778,18.250555555555554,1.151,2.388,2.816,-63.90M,-,373.96M,610.72M,-,6.305,3.790,-0.05M,-,40.90M,25.79M,63.054,23.83M,58.269,-7.681,-2.813,-
KimHeng Offshore,0.062,0.056,-,11 May 2019,39.69M,708.83M,34.30%,-0.02,2.93M,SGD 0.06185,SGD 0.06185,-,1.2784732142857143,-,0.647,1.250,-,32.89M,36.65M,72.59M,118.75M,1.97M,-19.180,-11.108,-3.94M,-,38.06M,-11.15M,-29.283,-13.53M,-35.491,-19.025,-,-
Avi-Tech,0.280,0.290,-,11 May 2019,50.81M,171.05M,51.04%,0.03,1.58M,SGD 0.29658,SGD 0.29658,14.77024561403509,1.5984044321329645,10.949473684210528,1.031,6.207,5.401,-32.80M,0.16M,18.24M,54.57M,32.68M,9.983,6.049,-0.40M,-,30.67M,5.70M,13.243,3.30M,10.762,8.727,47.013,-
Sysma,0.149,0.150,-,11 May 2019,39.15M,252.35M,19.07%,0.02,0.92M,SGD 0.14822,SGD 0.14822,13.707006666666665,1.2185882222222222,11.679613333333332,0.671,5.333,1.782,-67.96M,0.90M,-31.39M,86.99M,71.58M,6.474,3.028,-0.11M,-,31.71M,4.81M,11.989,2.74M,8.546,0.012,-22.087,-
Baker Technology,0.485,0.460,-,11 May 2019,93.32M,202.88M,41.97%,0.09,0.84M,SGD 0.4331,SGD 0.42496,5.903620689655173,3.4384058660325016,4.011563218390805,0.423,-,2.393,-17.20M,1.84M,76.12M,304.58M,29.72M,8.326,5.576,-8.82M,-,33.74M,14.45M,42.839,17.62M,42.430,-18.419,-6.226,-
Lum Chang,0.345,0.360,-,11 May 2019,138.61M,380.49M,55.27%,0.06,1.84M,SGD 0.3486,SGD 0.3486,6.961333333333333,0.5464496527777777,5.464416666666666,0.580,5.000,5.068,123.95M,60.69M,244.45M,614.10M,93.64M,10.684,3.463,-3.14M,-,232.92M,32.48M,10.911,18.98M,9.094,-12.470,2.431,-
