code,com_name,price,turnover,market_cap,pe,dividend,yearhigh,yearlow,date_update,day_priceinc,day_perceninc,downside,upside
806,VALUE PARTNERS,3.48,15370000.0,6450000000.0,12.58,26.54,6.62,3.48,20/04/2020,0.01,0.29,0.0,0.9
302,CMGE,2.75,15130000.0,6400000000.0,19.19,26.54,4.49,2.75,20/04/2020,-0.01,-0.36,0.0,0.63
1778,COLOUR LIFE,3.44,14890000.0,4890000000.0,8.63,26.54,6.1,3.44,20/04/2020,0.09,2.69,0.0,0.77
1709,DL HOLDINGS GP,0.58,14700000.0,704200000.0,34.32,0.0,0.97,0.58,20/04/2020,0.0,0.0,0.0,0.67
525,GUANGSHEN RAIL,1.59,14540000.0,2270000000.0,13.77,26.54,3.02,1.59,20/04/2020,-0.03,-1.85,0.0,0.9
3301,RONSHINECHINA,8.01,14420000.0,13750000000.0,3.92,26.54,12.48,8.01,20/04/2020,-0.11,-1.35,0.0,0.56
1119,IDREAMSKY,4.5,14310000.0,5710000000.0,14.13,0.0,9.42,4.5,20/04/2020,-0.1,-2.17,0.0,1.09
604,SHENZHEN INVEST,2.4,14290000.0,21200000000.0,5.05,26.54,3.31,2.4,20/04/2020,-0.01,-0.41,0.0,0.38
52,FAIRWOOD HOLD,18.4,14200000.0,2380000000.0,13.14,26.54,29.8,18.4,20/04/2020,-0.02,-0.11,0.0,0.62
3316,BINJIANG SER,11.48,14140000.0,3170000000.0,23.87,26.54,14.2,11.48,20/04/2020,-0.12,-1.03,0.0,0.24
87,SWIRE PACIFIC B,8.62,14080000.0,25700000000.0,7.19,26.54,15.96,8.62,20/04/2020,-0.05,-0.58,0.0,0.85
123,YUEXIU PROPERTY,1.47,13850000.0,22750000000.0,5.45,26.54,2.0,1.47,20/04/2020,0.01,0.68,0.0,0.36
658,C TRANSMISSION,4.53,13710000.0,7400000000.0,15.45,26.54,6.36,4.53,20/04/2020,-0.07,-1.52,0.0,0.4
2611,GTJA,11.28,13630000.0,15690000000.0,11.46,26.54,16.96,11.28,20/04/2020,-0.1,-0.88,0.0,0.5
1765,HOPE EDU,1.88,13130000.0,12540000000.0,23.33,26.54,1.99,1.88,20/04/2020,0.02,1.08,0.0,0.06
581,CHINA ORIENTAL,2.33,13080000.0,8670000000.0,2.47,26.54,4.895,2.33,20/04/2020,0.03,1.3,0.0,1.1
9966,ALPHAMAB-B,17.46,8060000.000000001,16129999999.999998,0.0,0.0,20.65,17.46,20/04/2020,0.46,2.71,0.0,0.18
1257,CEB GREENTECH,3.18,13040000.0,6570000000.0,4.05,26.54,5.97,3.18,20/04/2020,-0.02,-0.63,0.0,0.88
636,KERRY LOG NET,10.52,12920000.0,18870000000.0,4.75,26.54,14.56,10.52,20/04/2020,-0.2,-1.87,0.0,0.38
1821,ESR,18.34,12830000.0,55690000000.0,26.39,0.0,21.45,18.34,20/04/2020,-0.14,-0.76,0.0,0.17
1585,YADEA,2.8,12820000.0,8380000000.000001,14.62,0.0,2.8,2.78,20/04/2020,0.17,6.46,0.01,0.0
1070,TCL ELECTRONICS,3.41,12800000.0,8080000000.0,3.41,26.54,4.62,3.41,20/04/2020,0.0,0.0,0.0,0.35
308,CHINA TRAVEL HK,1.04,12790000.0,5750000000.0,14.69,26.54,1.87,1.04,20/04/2020,0.02,1.96,0.0,0.8
1566,CA CULTURAL,2.77,12780000.0,2540000000.0,43.69,26.54,3.0,2.77,20/04/2020,-0.06,-2.12,0.0,0.08
1812,CHENMING PAPER,3.2,12740000.0,1690000000.0,8.85,26.54,4.61,3.2,20/04/2020,-0.1,-3.03,0.0,0.44
861,DC HOLDINGS,3.73,12590000.0,6230000000.0,20.37,26.54,4.88,3.73,20/04/2020,0.1,2.75,0.0,0.31
8228,NATIONAL ARTS,0.18,12560000.0,890670000.0,0.0,0.0,0.33,0.18,20/04/2020,0.0,0.0,0.0,0.83
2343,PACIFIC BASIN,1.05,12370000.0,5020000000.0,24.48,26.54,1.87,1.05,20/04/2020,0.01,0.96,0.0,0.78
2356,DAHSING BANKING,7.41,12120000.0,10410000000.0,4.65,26.54,15.22,7.41,20/04/2020,-0.13,-1.72,0.0,1.05
1337,RAZER,1.05,12080000.0,9370000000.0,0.0,0.0,2.3,1.05,20/04/2020,0.01,0.96,0.0,1.19
1898,CHINA COAL,2.18,12060000.0,8950000000.0,4.24,26.54,3.62,2.18,20/04/2020,0.04,1.87,0.0,0.66
26,CHINA MOTOR BUS,102.0,12030000.0,4620000000.0,3.32,26.54,108.313,102.0,20/04/2020,1.0,0.99,0.0,0.06
95,LVGEM CHINA,2.25,11930000.0,11390000000.0,5.86,26.54,3.05,2.25,20/04/2020,-0.02,-0.88,0.0,0.36
6069,SHENGYE CAPITAL,6.34,11850000.0,5580000000.0,18.06,26.54,8.65,6.34,20/04/2020,-0.05,-0.78,0.0,0.36
1565,VIRSCEND EDU,1.68,11840000.0,5180000000.0,11.96,26.54,4.2,1.68,20/04/2020,-0.02,-1.18,0.0,1.5
1788,GUOTAI JUNAN I,1.04,11790000.0,10020000000.0,8.89,26.54,1.65,1.04,20/04/2020,0.01,0.97,0.0,0.59
397,POWER FINANCIAL,0.099,11790000.0,275570000.0,0.0,0.0,0.157,0.099,20/04/2020,-0.001,-1.0,0.0,0.59
1769,SCHOLAR EDU,10.08,11680000.0,5600000000.0,47.75,26.54,12.86,10.08,20/04/2020,0.0,0.0,0.0,0.28
59,SKYFAME REALTY,1.02,11640000.0,8080000000.0,9.09,26.54,1.36,1.02,20/04/2020,0.02,2.0,0.0,0.33
751,SKYWORTH GROUP,1.76,11500000.0,5380000000.0,6.56,0.0,2.84,1.76,20/04/2020,0.02,1.15,0.0,0.61
1908,C&D INTL GROUP,11.38,11430000.0,13390000000.0,5.19,26.54,12.36,11.38,20/04/2020,0.04,0.35,0.0,0.09
3337,ANTON OILFIELD,0.5,11410000.0,1500000000.0,5.12,0.0,1.24,0.5,20/04/2020,-0.01,-1.96,0.0,1.48
1378,CHINAHONGQIAO,3.63,11360000.0,31110000000.0,4.65,26.54,6.73,3.63,20/04/2020,0.06,1.68,0.0,0.85
6100,TALENT LIEPIN,16.1,11300000.0,8380000000.000001,62.52,0.0,23.0,16.1,20/04/2020,0.02,0.12,0.0,0.43
973,L'OCCITANE,11.7,11220000.0,17280000000.0,16.46,26.54,20.75,11.7,20/04/2020,-0.78,-6.25,0.0,0.77
357,MEILAN AIRPORT,8.09,11170000.0,1830000000.0,6.09,0.0,8.71,8.09,20/04/2020,-0.19,-2.29,0.0,0.08
698,TONGDA GROUP,0.54,11170000.0,3490000000.0,8.71,26.54,1.08,0.54,20/04/2020,0.02,3.85,0.0,1.0
41,GREAT EAGLE H,22.95,11130000.0,16250000000.0,0.0,26.54,38.4,22.95,20/04/2020,0.2,0.88,0.0,0.67
1882,HAITIAN INT'L,14.08,11120000.0,22470000000.0,11.59,26.54,21.5,14.08,20/04/2020,0.28,2.03,0.0,0.53
855,CHINA WATER,6.09,10960000.0,9760000000.0,7.16,26.54,8.39,6.09,20/04/2020,0.14,2.35,0.0,0.38
1133,HARBIN ELECTRIC,2.11,10790000.0,1420000000.0,30.27,0.0,4.57,2.11,20/04/2020,0.05,2.43,0.0,1.17
804,PINESTONE,0.15,10620000.0,676780000.0,100.0,26.54,0.164,0.15,20/04/2020,0.002,1.35,0.0,0.09
119,POLY PROPERTY,2.66,10530000.0,9730000000.0,2.54,26.54,3.57,2.66,20/04/2020,0.01,0.38,0.0,0.34
1894,HANG YICK HLDGS,2.7,10410000.0,2069999999.9999998,110.66,26.54,4.28,2.7,20/04/2020,0.0,0.0,0.0,0.59
1234,CHINA LILANG,4.71,10260000.0,5640000000.0,6.3,26.54,9.048,4.71,20/04/2020,-0.01,-0.21,0.0,0.92
6818,CEB BANK,3.05,10220000.0,38670000000.0,4.09,26.54,3.93,3.05,20/04/2020,0.0,0.0,0.0,0.29
991,DATANG POWER,1.09,10210000.0,6660000000.0,47.19,26.54,2.19,1.09,20/04/2020,0.0,0.0,0.0,1.01
6919,RENRUI HR,39.5,10210000.0,6060000000.0,0.0,0.0,55.2,39.5,20/04/2020,-0.9,-2.23,0.0,0.4
330,ESPRIT HOLDINGS,0.76,10200000.0,1430000000.0,0.0,0.0,1.7,0.76,20/04/2020,0.03,4.11,0.0,1.24
1830,PERFECT SHAPE,2.21,10080000.0,2460000000.0,7.64,26.54,4.15,2.21,20/04/2020,0.01,0.45,0.0,0.88
440,DAH SING,24.45,9990000.0,7810000000.0,4.63,26.54,42.35,24.45,20/04/2020,-0.25,-1.01,0.0,0.73
2858,YIXIN,1.28,9840000.0,8150000000.0,237.04,0.0,2.39,1.28,20/04/2020,-0.02,-1.54,0.0,0.87
1515,CR MEDICAL,4.32,9610000.0,5600000000.0,12.66,26.54,6.44,4.32,20/04/2020,0.03,0.7,0.0,0.49
2616,CSTONE PHARMA-B,8.55,9540000.0,8790000000.0,0.0,0.0,16.1,8.55,20/04/2020,0.39,4.78,0.0,0.88
1561,PAN ASIA DATA H,3.49,9480000.0,2310000000.0,0.0,0.0,4.18,3.49,20/04/2020,-0.01,-0.29,0.0,0.2
